,label
GCA_000474035.1_ASM47403v1.AGX33000.1,False
GCA_000474035.1_ASM47403v1.AGX33001.1,False
GCA_000474035.1_ASM47403v1.AGX33005.1,False
GCA_000474035.1_ASM47403v1.AGX33007.1,False
GCA_000474035.1_ASM47403v1.AGX33008.1,False
GCA_000474035.1_ASM47403v1.AGX33009.1,False
GCA_000474035.1_ASM47403v1.AGX33010.1,False
GCA_000474035.1_ASM47403v1.AGX33014.1,False
GCA_000474035.1_ASM47403v1.AGX33015.1,True
GCA_000474035.1_ASM47403v1.AGX33016.1,True
GCA_000474035.1_ASM47403v1.AGX33017.1,False
GCA_000474035.1_ASM47403v1.AGX33018.1,False
GCA_000474035.1_ASM47403v1.AGX33029.1,False
GCA_000474035.1_ASM47403v1.AGX33031.1,False
GCA_000474035.1_ASM47403v1.AGX33042.1,True
GCA_000474035.1_ASM47403v1.AGX33043.1,True
GCA_000474035.1_ASM47403v1.AGX33044.1,False
GCA_000474035.1_ASM47403v1.AGX33059.1,False
GCA_000474035.1_ASM47403v1.AGX33064.1,False
GCA_000474035.1_ASM47403v1.AGX33066.1,False
GCA_000474035.1_ASM47403v1.AGX33067.1,False
GCA_000474035.1_ASM47403v1.AGX33071.1,False
GCA_000474035.1_ASM47403v1.AGX33081.1,False
GCA_000474035.1_ASM47403v1.AGX33083.1,False
GCA_000474035.1_ASM47403v1.AGX33091.1,False
GCA_000474035.1_ASM47403v1.AGX33095.1,False
GCA_000474035.1_ASM47403v1.AGX33099.1,False
GCA_000474035.1_ASM47403v1.AGX33109.1,True
GCA_000474035.1_ASM47403v1.AGX33110.1,False
GCA_000474035.1_ASM47403v1.AGX33115.1,False
GCA_000474035.1_ASM47403v1.AGX33140.1,False
GCA_000474035.1_ASM47403v1.AGX33151.1,False
GCA_000474035.1_ASM47403v1.AGX33155.1,False
GCA_000474035.1_ASM47403v1.AGX33167.1,False
GCA_000474035.1_ASM47403v1.AGX33172.1,False
GCA_000474035.1_ASM47403v1.AGX33181.1,False
GCA_000474035.1_ASM47403v1.AGX33188.1,False
GCA_000474035.1_ASM47403v1.AGX33193.1,False
GCA_000474035.1_ASM47403v1.AGX33195.1,True
GCA_000474035.1_ASM47403v1.AGX33196.1,True
GCA_000474035.1_ASM47403v1.AGX33200.1,True
GCA_000474035.1_ASM47403v1.AGX33207.1,False
GCA_000474035.1_ASM47403v1.AGX33212.1,False
GCA_000474035.1_ASM47403v1.AGX33224.1,False
GCA_000474035.1_ASM47403v1.AGX33228.1,False
GCA_000474035.1_ASM47403v1.AGX33229.1,False
GCA_000474035.1_ASM47403v1.AGX33231.1,False
GCA_000474035.1_ASM47403v1.AGX33233.1,False
GCA_000474035.1_ASM47403v1.AGX33235.1,False
GCA_000474035.1_ASM47403v1.AGX33240.1,False
GCA_000474035.1_ASM47403v1.AGX33247.1,False
GCA_000474035.1_ASM47403v1.AGX33248.1,False
GCA_000474035.1_ASM47403v1.AGX33253.1,False
GCA_000474035.1_ASM47403v1.AGX33261.1,False
GCA_000474035.1_ASM47403v1.AGX33267.1,False
GCA_000474035.1_ASM47403v1.AGX33270.1,False
GCA_000474035.1_ASM47403v1.AGX33277.1,False
GCA_000474035.1_ASM47403v1.AGX33279.1,False
GCA_000474035.1_ASM47403v1.AGX33280.1,False
GCA_000474035.1_ASM47403v1.AGX33289.1,True
GCA_000474035.1_ASM47403v1.AGX33298.1,False
GCA_000474035.1_ASM47403v1.AGX33311.1,False
GCA_000474035.1_ASM47403v1.AGX33315.1,True
GCA_000474035.1_ASM47403v1.AGX33318.1,False
GCA_000474035.1_ASM47403v1.AGX33324.1,False
GCA_000474035.1_ASM47403v1.AGX33325.1,False
GCA_000474035.1_ASM47403v1.AGX33336.1,False
GCA_000474035.1_ASM47403v1.AGX33343.1,False
GCA_000474035.1_ASM47403v1.AGX33346.1,False
GCA_000474035.1_ASM47403v1.AGX33354.1,False
GCA_000474035.1_ASM47403v1.AGX33357.1,False
GCA_000474035.1_ASM47403v1.AGX33365.1,False
GCA_000474035.1_ASM47403v1.AGX33371.1,False
GCA_000474035.1_ASM47403v1.AGX33379.1,False
GCA_000474035.1_ASM47403v1.AGX33381.1,False
GCA_000474035.1_ASM47403v1.AGX33383.1,False
GCA_000474035.1_ASM47403v1.AGX33392.1,True
GCA_000474035.1_ASM47403v1.AGX33394.1,False
GCA_000474035.1_ASM47403v1.AGX33397.1,False
GCA_000474035.1_ASM47403v1.AGX33398.1,False
GCA_000474035.1_ASM47403v1.AGX33409.1,False
GCA_000474035.1_ASM47403v1.AGX33419.1,False
GCA_000474035.1_ASM47403v1.AGX33420.1,False
GCA_000474035.1_ASM47403v1.AGX33435.1,False
GCA_000474035.1_ASM47403v1.AGX33437.1,False
GCA_000474035.1_ASM47403v1.AGX33440.1,False
GCA_000474035.1_ASM47403v1.AGX33451.1,False
GCA_000474035.1_ASM47403v1.AGX33469.1,False
GCA_000474035.1_ASM47403v1.AGX33470.1,False
GCA_000474035.1_ASM47403v1.AGX33477.1,False
GCA_000474035.1_ASM47403v1.AGX33479.1,False
GCA_000474035.1_ASM47403v1.AGX33501.1,False
GCA_000474035.1_ASM47403v1.AGX33504.1,False
GCA_000474035.1_ASM47403v1.AGX33507.1,False
GCA_000474035.1_ASM47403v1.AGX33518.1,False
GCA_000474035.1_ASM47403v1.AGX33524.1,False
GCA_000474035.1_ASM47403v1.AGX33529.1,False
GCA_000474035.1_ASM47403v1.AGX33530.1,False
GCA_000474035.1_ASM47403v1.AGX33539.1,False
GCA_000474035.1_ASM47403v1.AGX33543.1,False
GCA_000474035.1_ASM47403v1.AGX33547.1,False
GCA_000474035.1_ASM47403v1.AGX33549.1,False
GCA_000474035.1_ASM47403v1.AGX33553.1,False
GCA_000474035.1_ASM47403v1.AGX33559.1,False
GCA_000474035.1_ASM47403v1.AGX33565.1,False
GCA_000474035.1_ASM47403v1.AGX33575.1,False
GCA_000474035.1_ASM47403v1.AGX33601.1,False
GCA_000474035.1_ASM47403v1.AGX33604.1,False
GCA_000474035.1_ASM47403v1.AGX33611.1,False
GCA_000474035.1_ASM47403v1.AGX33614.1,False
GCA_000474035.1_ASM47403v1.AGX33622.1,False
GCA_000474035.1_ASM47403v1.AGX33630.1,False
GCA_000474035.1_ASM47403v1.AGX33638.1,False
GCA_000474035.1_ASM47403v1.AGX33645.1,False
GCA_000474035.1_ASM47403v1.AGX33655.1,False
GCA_000474035.1_ASM47403v1.AGX33657.1,False
GCA_000474035.1_ASM47403v1.AGX33663.1,False
GCA_000474035.1_ASM47403v1.AGX33665.1,False
GCA_000474035.1_ASM47403v1.AGX33666.1,False
GCA_000474035.1_ASM47403v1.AGX33670.1,False
GCA_000474035.1_ASM47403v1.AGX33676.1,False
GCA_000474035.1_ASM47403v1.AGX33677.1,False
GCA_000474035.1_ASM47403v1.AGX33689.1,False
GCA_000474035.1_ASM47403v1.AGX33692.1,False
GCA_000474035.1_ASM47403v1.AGX33696.1,False
GCA_000474035.1_ASM47403v1.AGX33699.1,False
GCA_000474035.1_ASM47403v1.AGX33706.1,False
GCA_000474035.1_ASM47403v1.AGX33708.1,False
GCA_000474035.1_ASM47403v1.AGX33710.1,False
GCA_000474035.1_ASM47403v1.AGX33715.1,False
GCA_000474035.1_ASM47403v1.AGX33716.1,False
GCA_000474035.1_ASM47403v1.AGX33718.1,False
GCA_000474035.1_ASM47403v1.AGX33721.1,False
GCA_000474035.1_ASM47403v1.AGX33722.1,False
GCA_000474035.1_ASM47403v1.AGX33726.1,False
GCA_000474035.1_ASM47403v1.AGX33742.1,False
GCA_000474035.1_ASM47403v1.AGX33752.1,False
GCA_000474035.1_ASM47403v1.AGX33754.1,False
GCA_000474035.1_ASM47403v1.AGX33760.1,False
GCA_000474035.1_ASM47403v1.AGX33761.1,False
GCA_000474035.1_ASM47403v1.AGX33765.1,False
GCA_000474035.1_ASM47403v1.AGX33766.1,False
GCA_000474035.1_ASM47403v1.AGX33778.1,False
GCA_000474035.1_ASM47403v1.AGX33784.1,False
GCA_000474035.1_ASM47403v1.AGX33787.1,False
GCA_000474035.1_ASM47403v1.AGX33791.1,False
GCA_000474035.1_ASM47403v1.AGX33792.1,False
GCA_000474035.1_ASM47403v1.AGX33795.1,False
GCA_000474035.1_ASM47403v1.AGX33801.1,False
GCA_000474035.1_ASM47403v1.AGX33807.1,False
GCA_000474035.1_ASM47403v1.AGX33810.1,False
GCA_000474035.1_ASM47403v1.AGX33811.1,False
GCA_000474035.1_ASM47403v1.AGX33821.1,False
GCA_000474035.1_ASM47403v1.AGX33823.1,False
GCA_000474035.1_ASM47403v1.AGX33856.1,False
GCA_000474035.1_ASM47403v1.AGX33875.1,False
GCA_000474035.1_ASM47403v1.AGX33881.1,False
GCA_000474035.1_ASM47403v1.AGX33883.1,False
GCA_000474035.1_ASM47403v1.AGX33897.1,False
GCA_000474035.1_ASM47403v1.AGX33900.1,False
GCA_000474035.1_ASM47403v1.AGX33906.1,False
GCA_000474035.1_ASM47403v1.AGX33923.1,False
GCA_000474035.1_ASM47403v1.AGX33929.1,False
GCA_000474035.1_ASM47403v1.AGX33936.1,False
GCA_000474035.1_ASM47403v1.AGX33937.1,False
GCA_000474035.1_ASM47403v1.AGX33938.1,False
GCA_000474035.1_ASM47403v1.AGX33940.1,False
GCA_000474035.1_ASM47403v1.AGX33941.1,False
GCA_000474035.1_ASM47403v1.AGX33945.1,False
GCA_000474035.1_ASM47403v1.AGX33950.1,False
GCA_000474035.1_ASM47403v1.AGX33953.1,False
GCA_000474035.1_ASM47403v1.AGX33954.1,False
GCA_000474035.1_ASM47403v1.AGX33961.1,False
GCA_000474035.1_ASM47403v1.AGX33963.1,True
GCA_000474035.1_ASM47403v1.AGX33964.1,True
GCA_000474035.1_ASM47403v1.AGX33967.1,False
GCA_000474035.1_ASM47403v1.AGX33971.1,False
GCA_000474035.1_ASM47403v1.AGX33975.1,False
GCA_000474035.1_ASM47403v1.AGX33976.1,False
GCA_000474035.1_ASM47403v1.AGX33986.1,False
GCA_000474035.1_ASM47403v1.AGX33990.1,False
GCA_000474035.1_ASM47403v1.AGX33995.1,False
GCA_000474035.1_ASM47403v1.AGX33999.1,False
GCA_000474035.1_ASM47403v1.AGX34000.1,False
GCA_000474035.1_ASM47403v1.AGX34009.1,False
GCA_000474035.1_ASM47403v1.AGX34012.1,True
GCA_000474035.1_ASM47403v1.AGX34013.1,True
GCA_000474035.1_ASM47403v1.AGX34016.1,True
GCA_000474035.1_ASM47403v1.AGX34021.1,True
GCA_000474035.1_ASM47403v1.AGX34023.1,True
GCA_000474035.1_ASM47403v1.AGX34024.1,True
GCA_000474035.1_ASM47403v1.AGX34025.1,True
GCA_000474035.1_ASM47403v1.AGX34031.1,False
GCA_000474035.1_ASM47403v1.AGX34032.1,False
GCA_000474035.1_ASM47403v1.AGX34050.1,False
GCA_000474035.1_ASM47403v1.AGX34051.1,False
GCA_000474035.1_ASM47403v1.AGX34053.1,False
GCA_000474035.1_ASM47403v1.AGX34060.1,False
GCA_000474035.1_ASM47403v1.AGX34061.1,True
GCA_000474035.1_ASM47403v1.AGX34063.1,False
GCA_000474035.1_ASM47403v1.AGX34068.1,False
GCA_000474035.1_ASM47403v1.AGX34078.1,False
GCA_000474035.1_ASM47403v1.AGX34081.1,False
GCA_000474035.1_ASM47403v1.AGX34085.1,False
GCA_000474035.1_ASM47403v1.AGX34088.1,False
GCA_000474035.1_ASM47403v1.AGX34104.1,False
GCA_000474035.1_ASM47403v1.AGX34121.1,True
GCA_000474035.1_ASM47403v1.AGX34122.1,False
GCA_000474035.1_ASM47403v1.AGX34127.1,False
GCA_000474035.1_ASM47403v1.AGX34129.1,False
GCA_000474035.1_ASM47403v1.AGX34135.1,False
GCA_000474035.1_ASM47403v1.AGX34149.1,False
GCA_000474035.1_ASM47403v1.AGX34167.1,False
GCA_000474035.1_ASM47403v1.AGX34172.1,False
GCA_000474035.1_ASM47403v1.AGX34181.1,False
GCA_000474035.1_ASM47403v1.AGX34184.1,False
GCA_000474035.1_ASM47403v1.AGX34186.1,False
GCA_000474035.1_ASM47403v1.AGX34198.1,False
GCA_000474035.1_ASM47403v1.AGX34215.1,False
GCA_000474035.1_ASM47403v1.AGX34230.1,False
GCA_000474035.1_ASM47403v1.AGX34231.1,False
GCA_000474035.1_ASM47403v1.AGX34234.1,False
GCA_000474035.1_ASM47403v1.AGX34235.1,False
GCA_000474035.1_ASM47403v1.AGX34238.1,False
GCA_000474035.1_ASM47403v1.AGX34239.1,False
GCA_000474035.1_ASM47403v1.AGX34240.1,False
GCA_000474035.1_ASM47403v1.AGX34242.1,False
GCA_000474035.1_ASM47403v1.AGX34243.1,False
GCA_000474035.1_ASM47403v1.AGX34244.1,False
GCA_000474035.1_ASM47403v1.AGX34245.1,False
GCA_000474035.1_ASM47403v1.AGX34251.1,False
GCA_000474035.1_ASM47403v1.AGX34264.1,False
GCA_000474035.1_ASM47403v1.AGX34265.1,False
GCA_000474035.1_ASM47403v1.AGX34283.1,True
GCA_000474035.1_ASM47403v1.AGX34287.1,False
GCA_000474035.1_ASM47403v1.AGX34288.1,False
GCA_000474035.1_ASM47403v1.AGX34290.1,False
GCA_000474035.1_ASM47403v1.AGX34294.1,False
GCA_000474035.1_ASM47403v1.AGX34301.1,False
GCA_000474035.1_ASM47403v1.AGX34313.1,False
GCA_000474035.1_ASM47403v1.AGX34316.1,False
GCA_000474035.1_ASM47403v1.AGX34331.1,False
GCA_000474035.1_ASM47403v1.AGX34332.1,False
GCA_000474035.1_ASM47403v1.AGX34334.1,False
GCA_000474035.1_ASM47403v1.AGX34352.1,False
GCA_000474035.1_ASM47403v1.AGX34361.1,False
GCA_000474035.1_ASM47403v1.AGX34374.1,False
GCA_000474035.1_ASM47403v1.AGX34380.1,False
GCA_000474035.1_ASM47403v1.AGX34385.1,False
GCA_000474035.1_ASM47403v1.AGX34387.1,False
GCA_000474035.1_ASM47403v1.AGX34393.1,False
GCA_000474035.1_ASM47403v1.AGX34397.1,False
GCA_000474035.1_ASM47403v1.AGX34398.1,False
GCA_000474035.1_ASM47403v1.AGX34416.1,False
GCA_000474035.1_ASM47403v1.AGX34423.1,False
GCA_000474035.1_ASM47403v1.AGX34427.1,False
GCA_000474035.1_ASM47403v1.AGX34433.1,False
GCA_000474035.1_ASM47403v1.AGX34434.1,False
GCA_000474035.1_ASM47403v1.AGX34446.1,False
GCA_000474035.1_ASM47403v1.AGX34457.1,False
GCA_000474035.1_ASM47403v1.AGX34471.1,False
GCA_000474035.1_ASM47403v1.AGX34480.1,False
GCA_000474035.1_ASM47403v1.AGX34490.1,False
GCA_000474035.1_ASM47403v1.AGX34505.1,False
GCA_000474035.1_ASM47403v1.AGX34510.1,False
GCA_000474035.1_ASM47403v1.AGX34516.1,False
GCA_000474035.1_ASM47403v1.AGX34523.1,False
GCA_000474035.1_ASM47403v1.AGX34528.1,False
GCA_000474035.1_ASM47403v1.AGX34531.1,True
GCA_000474035.1_ASM47403v1.AGX34532.1,False
GCA_000474035.1_ASM47403v1.AGX34535.1,False
GCA_000474035.1_ASM47403v1.AGX34538.1,False
GCA_000474035.1_ASM47403v1.AGX34545.1,False
GCA_000474035.1_ASM47403v1.AGX34547.1,False
GCA_000474035.1_ASM47403v1.AGX34551.1,False
GCA_000474035.1_ASM47403v1.AGX34556.1,False
GCA_000474035.1_ASM47403v1.AGX34560.1,False
GCA_000474035.1_ASM47403v1.AGX34562.1,False
GCA_000474035.1_ASM47403v1.AGX34568.1,False
GCA_000474035.1_ASM47403v1.AGX34570.1,False
GCA_000474035.1_ASM47403v1.AGX34572.1,False
GCA_000474035.1_ASM47403v1.AGX34573.1,False
GCA_000474035.1_ASM47403v1.AGX34577.1,False
GCA_000474035.1_ASM47403v1.AGX34579.1,False
GCA_000474035.1_ASM47403v1.AGX34580.1,False
GCA_000474035.1_ASM47403v1.AGX34586.1,False
GCA_000474035.1_ASM47403v1.AGX34588.1,False
GCA_000474035.1_ASM47403v1.AGX34594.1,False
GCA_000474035.1_ASM47403v1.AGX34597.1,False
GCA_000474035.1_ASM47403v1.AGX34600.1,False
GCA_000474035.1_ASM47403v1.AGX34603.1,False
GCA_000474035.1_ASM47403v1.AGX34604.1,False
GCA_000474035.1_ASM47403v1.AGX34605.1,False
GCA_000474035.1_ASM47403v1.AGX34606.1,False
GCA_000474035.1_ASM47403v1.AGX34618.1,False
GCA_000474035.1_ASM47403v1.AGX34620.1,False
GCA_000474035.1_ASM47403v1.AGX34626.1,False
GCA_000474035.1_ASM47403v1.AGX34627.1,True
GCA_000474035.1_ASM47403v1.AGX34629.1,False
GCA_000474035.1_ASM47403v1.AGX34630.1,False
GCA_000474035.1_ASM47403v1.AGX34636.1,False
GCA_000474035.1_ASM47403v1.AGX34637.1,False
GCA_000474035.1_ASM47403v1.AGX34638.1,False
GCA_000474035.1_ASM47403v1.AGX34647.1,False
GCA_000474035.1_ASM47403v1.AGX34659.1,False
GCA_000474035.1_ASM47403v1.AGX34663.1,False
GCA_000474035.1_ASM47403v1.AGX34669.1,False
GCA_000474035.1_ASM47403v1.AGX34674.1,False
GCA_000474035.1_ASM47403v1.AGX34676.1,True
GCA_000474035.1_ASM47403v1.AGX34682.1,False
GCA_000474035.1_ASM47403v1.AGX34688.1,False
GCA_000474035.1_ASM47403v1.AGX34701.1,True
GCA_000474035.1_ASM47403v1.AGX34702.1,False
GCA_000474035.1_ASM47403v1.AGX34713.1,False
GCA_000474035.1_ASM47403v1.AGX34718.1,False
GCA_000474035.1_ASM47403v1.AGX34720.1,False
GCA_000474035.1_ASM47403v1.AGX34754.1,False
GCA_000474035.1_ASM47403v1.AGX34765.1,False
GCA_000474035.1_ASM47403v1.AGX34768.1,False
GCA_000474035.1_ASM47403v1.AGX34772.1,False
GCA_000474035.1_ASM47403v1.AGX34778.1,False
GCA_000474035.1_ASM47403v1.AGX34801.1,False
GCA_000474035.1_ASM47403v1.AGX34804.1,False
GCA_000474035.1_ASM47403v1.AGX34807.1,False
GCA_000474035.1_ASM47403v1.AGX34808.1,False
GCA_000474035.1_ASM47403v1.AGX34814.1,False
GCA_000474035.1_ASM47403v1.AGX34825.1,False
GCA_000474035.1_ASM47403v1.AGX34828.1,False
GCA_000474035.1_ASM47403v1.AGX34829.1,True
GCA_000474035.1_ASM47403v1.AGX34831.1,True
GCA_000474035.1_ASM47403v1.AGX34832.1,True
GCA_000474035.1_ASM47403v1.AGX34834.1,False
GCA_000474035.1_ASM47403v1.AGX34851.1,False
GCA_000474035.1_ASM47403v1.AGX34860.1,False
GCA_000474035.1_ASM47403v1.AGX34869.1,False
GCA_000474035.1_ASM47403v1.AGX34875.1,False
GCA_000474035.1_ASM47403v1.AGX34876.1,False
